Hoell, Larsson et al: Supplementary Dataset 2;;;;;;;;;;
;;;;;;;;;;
Transcripts: All transcripts annotated to this gene in RefSeq;;;;;;;;;;
Gene size: Base pairs from 5'-most transcript start to 3'-most transcript end;;;;;;;;;;
CCs: Crosslinked clusters (binding sites) with >= 10 reads and 25% T-to-C changes;;;;;;;;;;
Features: Number of binding sites in introns|5'UTR|CDS|3'UTR|non-coding transcript|ambigous;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
Gene;Transcripts;Gene size;FUS CCs;Features;EWSR1 CCs;Features;TAF15 CCs;Features;Mutant FUS CCs;Features
AKAP10;NM_007202;72380;4;3|0|1|0|0|0;3;2|0|1|0|0|0;3;3|0|0|0|0|0;1;1|0|0|0|0|0
AKAP11;NM_016248;51114;10;3|1|3|3|0|0;17;1|1|8|7|0|0;0;0|0|0|0|0|0;10;1|1|5|3|0|0
AKAP12;NM_005100,NM_144497;118564;6;2|0|0|4|0|0;11;0|0|2|9|0|0;2;0|0|1|1|0|0;5;0|0|0|5|0|0
AKAP13;NM_007200,NM_006738,NM_144767;368716;7;7|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
AKAP6;NM_004274;503790;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0
AKAP7;NM_016377,NM_004842,NM_138633;138213;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
AKAP8;NM_005858;26269;2;2|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
AKAP8L;NM_014371;38975;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
AKAP9;NM_005751,NM_147185;169799;4;4|0|0|0|0|0;3;1|0|2|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
AKD1;NM_145025,NM_001145128;198357;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
AKIRIN1;NM_001136275,NM_024595;14822;4;3|0|0|1|0|0;5;2|0|0|3|0|0;4;3|0|0|1|0|0;4;1|0|0|3|0|0
AKIRIN2;NM_018064;27408;6;6|0|0|0|0|0;3;3|0|0|0|0|0;4;4|0|0|0|0|0;5;4|1|0|0|0|0
AKR7A2;NM_003689;8179;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
AKT1;NM_001014432,NM_001014431,NM_005163;26394;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;3;0|0|0|3|0|0
AKT2;NM_001626;55042;5;4|0|0|1|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0;5;3|0|1|1|0|0
AKT3;NM_005465,NM_181690;355019;75;73|0|1|0|0|1;46;37|0|4|0|0|5;19;17|0|1|0|0|1;29;24|0|1|0|0|4
ALAS1;NM_000688,NM_199166;16228;0;0|0|0|0|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ALCAM;NM_001627;210032;5;5|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;0|1|0|0|0|0
ALDH18A1;NM_002860,NM_001017423;50882;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ALDH1A2;NM_003888,NM_170696,NM_170697;112280;12;11|0|0|1|0|0;1;0|0|1|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
ALDH2;NM_000690;43439;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
ALDH3A2;NM_001031806,NM_000382;28845;0;0|0|0|0|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ALDH4A1;NM_003748,NM_170726,NM_001161504;31370;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ALDH5A1;NM_170740,NM_001080;42239;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
ALDH6A1;NM_005589;24325;0;0|0|0|0|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ALDH7A1;NM_001182;52165;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ALDH8A1;NM_001193480,NM_022568,NM_170771;32733;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ALDH9A1;NM_000696;36452;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;4;0|0|2|2|0|0
ALDOA;NM_000034,NM_184041,NM_184043,NM_001127617;17245;0;0|0|0|0|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ALG10;NM_032834;6021;1;0|0|0|1|0|0;3;0|0|0|3|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0
ALG10B;NM_001013620;12972;6;0|0|0|6|0|0;6;0|0|0|6|0|0;2;0|0|0|2|0|0;12;0|0|1|11|0|0
ALG11;NM_001004127,NR_036571;17258;1;0|0|0|0|0|1;1;0|0|0|0|0|1;1;0|0|0|0|0|1;2;0|0|0|0|0|2
ALG13;NM_018466,NM_001168385,NR_033125,NM_001039210,NM_001099922,NR_033124,NR_033134,NR_033129,NR_033127,NR_033131,NR_033128,NR_033132;79530;19;16|0|0|0|0|3;6;5|0|0|0|0|1;2;1|0|0|0|0|1;4;3|0|0|0|0|1
ALG14;NM_144988;90229;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0
ALG2;NR_024532,NM_033087;5540;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|0|0|1
ALG5;NM_013338,NM_001142364;49597;3;2|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ALG6;NM_013339;70973;4;3|1|0|0|0|0;0;0|0|0|0|0|0;1;0|1|0|0|0|0;2;0|1|1|0|0|0
ALG8;NM_024079,NM_001007027;38712;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;2;1|0|1|0|0|0
ALG9;NM_024740,NM_001077692,NM_001077691,NM_001077690;89387;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
ALKBH1;NM_006020;35608;2;1|0|1|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
ALKBH2;NM_001145375,NM_001145374,NM_001001655,NR_026931,NR_026930;5301;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|0|0|1;1;0|0|0|0|0|1
ALKBH5;NM_017758;26401;1;1|0|0|0|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0;3;0|0|0|3|0|0
ALKBH8;NM_138775;63009;2;2|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
ALMS1;NM_015120;224161;7;6|0|1|0|0|0;15;2|0|13|0|0|0;0;0|0|0|0|0|0;5;1|0|4|0|0|0
ALS2;NM_001135745,NM_020919;80910;2;2|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|0|0|1
ALS2CR4;NM_152388,NM_001044385;23318;4;2|0|0|2|0|0;2;1|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
ALX1;NM_006982;21526;2;1|0|0|1|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
AMACR;NM_203382,NM_001167597,NM_014324,NM_001167598,NM_001167595,NM_001167596;21130;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
AMBRA1;NM_017749;194951;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
AMD1;NM_001033059,NM_001634;20927;5;2|0|0|3|0|0;6;0|1|0|5|0|0;3;0|0|0|3|0|0;5;0|0|0|5|0|0
AMFR;NM_001144;64081;3;2|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
AMH;NM_000479;2960;0;0|0|0|0|0|0;1;0|1|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
AMMECR1;NM_015365,NM_001025580,NM_001171689;246048;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
AMMECR1L;NM_001199140,NM_031445;24309;2;0|0|0|2|0|0;2;0|0|0|2|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0
AMN1;NR_004854,NM_001113402;58038;2;1|0|0|0|0|1;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|0|0|2
AMOT;NM_133265,NM_001113490;65939;4;1|1|0|2|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
AMOTL1;NM_130847;108411;9;6|0|1|2|0|0;10;1|0|0|9|0|0;2;0|0|0|2|0|0;2;0|0|1|1|0|0
AMZ2;NM_001033570,NM_001033569,NM_016627,NM_001033574,NM_001033572,NM_001033571;9161;1;0|0|0|0|0|1;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|0|0|1
ANAPC1;NM_022662;115102;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANAPC10;NM_014885;103059;9;8|0|0|1|0|0;1;1|0|0|0|0|0;2;1|0|0|1|0|0;1;0|0|0|1|0|0
ANAPC13;NR_024401,NR_024400,NM_015391;8320;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|0|0|2;3;0|0|0|0|0|3
ANAPC16;NM_173473;19813;4;1|0|0|3|0|0;0;0|0|0|0|0|0;3;1|0|0|2|0|0;2;0|0|0|2|0|0
ANAPC4;NM_013367;41273;4;4|0|0|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
ANAPC5;NM_001137559,NM_016237;45965;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANAPC7;NM_016238,NM_001137664;30831;2;1|0|0|0|0|1;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0
ANGEL1;NM_015305;25698;2;1|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
ANGEL2;NM_144567;23645;2;1|0|0|1|0|0;5;1|0|2|2|0|0;3;1|0|1|1|0|0;5;0|0|0|5|0|0
ANGPT1;NM_001146;248545;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANK1;NM_020475,NM_020477,NM_001142446,NM_020476,NM_000037,NM_001142445,NM_020478,NM_020480;243537;3;2|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANK2;NM_001127493,NM_001148,NM_020977;565658;22;22|0|0|0|0|0;2;2|0|0|0|0|0;3;3|0|0|0|0|0;0;0|0|0|0|0|0
ANK3;NM_001149,NM_020987;361330;3;3|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0
ANKAR;NM_144708;70666;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANKFY1;NM_020740,NM_016376;100610;6;5|0|0|1|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0
ANKH;NM_054027;166979;12;9|0|2|1|0|0;3;0|0|2|1|0|0;0;0|0|0|0|0|0;5;0|0|2|3|0|0
ANKIB1;NM_019004;155151;4;4|0|0|0|0|0;3;3|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|1|1|0|0
ANKLE2;NM_015114;36198;3;3|0|0|0|0|0;1;0|0|0|1|0|0;1;1|0|0|0|0|0;3;0|0|0|3|0|0
ANKMY1;NM_017844,NM_016552;78567;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANKMY2;NM_020319;46042;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANKRA2;NM_023039;13487;3;3|0|0|0|0|0;1;0|0|1|0|0|0;1;0|0|1|0|0|0;1;1|0|0|0|0|0
ANKRD10;NM_017664;36530;8;7|0|0|1|0|0;9;9|0|0|0|0|0;0;0|0|0|0|0|0;9;9|0|0|0|0|0
ANKRD11;NM_013275;222935;17;17|0|0|0|0|0;9;3|0|6|0|0|0;9;9|0|0|0|0|0;2;2|0|0|0|0|0
ANKRD12;NM_015208,NM_001083625;148449;9;8|0|0|1|0|0;6;1|0|5|0|0|0;0;0|0|0|0|0|0;2;0|0|1|1|0|0
ANKRD13C;NM_030816;95733;13;11|0|0|2|0|0;4;0|0|1|3|0|0;2;0|0|1|1|0|0;4;0|0|1|3|0|0
ANKRD16;NM_001009943,NM_019046,NM_001009941;28172;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANKRD17;NM_198889,NM_032217;184001;50;50|0|0|0|0|0;21;19|0|1|0|0|1;6;6|0|0|0|0|0;2;2|0|0|0|0|0
ANKRD24;NM_133475;41461;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANKRD26;NM_014915;96383;4;4|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANKRD27;NM_032139;78196;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
ANKRD28;NM_001195099,NM_001195098,NM_015199;192310;13;13|0|0|0|0|0;4;3|0|0|1|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
ANKRD29;NM_173505;62872;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0
ANKRD31;NM_001164443;168582;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANKRD32;NM_032290;77183;7;5|0|1|1|0|0;2;0|0|2|0|0|0;2;1|0|0|1|0|0;2;0|0|1|1|0|0
ANKRD33B;NM_001164440;93494;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
ANKRD36;NM_001164315;136674;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
ANKRD40;NM_052855;14720;2;0|0|0|2|0|0;3;0|0|0|3|0|0;3;0|0|0|3|0|0;8;0|0|0|8|0|0
ANKRD42;NM_182603;54723;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0
ANKRD43;NM_175873;3457;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANKRD44;NM_001195144,NM_153697;324136;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANKRD46;NM_198401;39013;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;3;0|0|0|3|0|0
ANKRD50;NM_020337,NM_001167882;48684;5;1|0|0|4|0|0;4;0|0|1|3|0|0;1;0|0|1|0|0|0;1;0|0|0|1|0|0
ANKRD52;NM_173595;20553;4;2|0|0|2|0|0;2;0|0|0|2|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANKRD57;NM_023016;4654;0;0|0|0|0|0|0;2;0|0|0|2|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
ANKRD6;NM_014942;200509;9;9|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
ANKS1A;NM_015245;202153;8;8|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
ANKS1B;NM_152788,NM_020140,NM_181670;1249362;3;3|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANKZF1;NM_001042410,NM_018089;6913;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANLN;NM_018685;63969;6;4|0|2|0|0|0;5;3|0|2|0|0|0;1;0|0|1|0|0|0;2;0|0|1|1|0|0
ANO10;NM_018075;255743;4;4|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANO5;NM_001142649,NM_213599;90192;3;2|0|0|1|0|0;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0
ANO6;NM_001142679,NM_001025356,NM_001142680,NM_001142678;224418;12;12|0|0|0|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0;1;0|0|0|0|0|1
ANP32A;NM_006305;42387;3;1|0|0|2|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0
ANP32B;NM_006401;32736;4;3|0|1|0|0|0;2;1|0|1|0|0|0;2;1|0|1|0|0|0;1;0|0|1|0|0|0
ANP32E;NM_030920,NM_001136479,NM_001136478;17788;6;0|1|0|5|0|0;6;0|2|0|4|0|0;6;0|2|0|4|0|0;10;0|1|0|8|0|1
ANTXR1;NM_018153,NM_053034,NM_032208;236184;3;3|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANTXR2;NM_058172,NM_001145794;171707;4;4|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANUBL1;NM_001128324,NM_174890;57213;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|1|0|0|0|0;1;0|1|0|0|0|0
ANXA1;NM_000700;18527;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
ANXA2;NM_001136015,NM_001002857,NM_001002858,NM_004039;50836;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ANXA5;NM_001154;28996;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0
ANXA7;NM_004034,NM_001156;38653;0;0|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
AOC2;NM_001158,NM_009590;6117;2;0|0|1|1|0|0;1;0|0|1|0|0|0;1;0|0|1|0|0|0;1;0|0|1|0|0|0
AOC3;NM_003734;6940;1;0|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0
AP1AR;NM_001128426,NM_018569;38317;2;2|0|0|0|0|0;1;1|0|0|0|0|0;1;0|0|0|1|0|0;5;0|0|0|5|0|0
AP1B1;NM_001127,NM_145730,NM_001166019;60904;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
AP1G1;NM_001128,NM_001030007;80072;6;4|0|1|1|0|0;3;0|0|0|3|0|0;0;0|0|0|0|0|0;4;0|0|1|3|0|0
AP1M1;NM_001130524,NM_032493;37492;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
AP1S2;NM_003916;29172;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
AP1S3;NM_001039569;82273;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;4;0|0|0|4|0|0
AP2A2;NM_012305;86400;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
AP2B1;NM_001282,NM_001030006;139155;6;5|0|0|1|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0;5;1|0|0|4|0|0
AP2M1;NM_004068,NM_001025205;9246;2;0|0|2|0|0|0;1;0|0|1|0|0|0;1;0|0|1|0|0|0;1;0|0|1|0|0|0
AP3B1;NM_003664;292379;16;16|0|0|0|0|0;3;2|0|1|0|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0
AP3M1;NM_207012,NM_012095;30812;5;0|1|1|3|0|0;2;0|0|0|2|0|0;3;0|0|0|3|0|0;4;0|0|0|4|0|0
AP3M2;NM_006803,NM_001134296;18238;4;1|0|0|3|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0
AP3S1;NM_001284;72160;7;7|0|0|0|0|0;8;8|0|0|0|0|0;2;2|0|0|0|0|0;3;2|0|0|1|0|0
AP4E1;NM_007347;97152;2;1|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
AP4S1;NM_007077,NM_001128126;67956;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
APAF1;NM_001160,NM_181868,NM_181869,NM_181861,NM_013229;90134;0;0|0|0|0|0|0;3;1|0|0|2|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
APBA1;NM_001163;244827;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
APBA2;NM_001130414,NM_005503;196677;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
APBB2;NM_001166050,NM_001166051,NM_173075,NM_001166054,NM_004307,NM_001166052,NM_001166053;404592;4;1|0|0|3|0|0;2;0|0|0|2|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
APC;NM_001127511,NM_001127510,NM_000038;138735;12;10|0|2|0|0|0;12;0|0|11|1|0|0;1;0|0|1|0|0|0;0;0|0|0|0|0|0
APCDD1;NM_153000;34074;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
APEH;NM_001640;9500;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
APEX1;NM_080649,NM_080648,NM_001641;2637;0;0|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
APH1A;NM_016022,NM_001077628;3734;1;0|0|1|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;2;0|0|1|1|0|0
APH1B;NM_031301,NM_001145646;31577;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
API5;NR_024625,NM_001142930,NM_001142931,NM_006595;32576;5;5|0|0|0|0|0;3;2|0|0|0|0|1;2;2|0|0|0|0|0;2;0|0|0|0|0|2
APIP;NM_015957;34097;1;1|0|0|0|0|0;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
APLF;NM_173545;112604;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
APLP2;NM_001142278,NR_024516,NM_001642,NR_024515,NM_001142276,NM_001142277;74991;3;1|0|0|0|0|2;1;0|0|0|0|0|1;1;0|0|0|0|0|1;3;0|0|0|0|0|3
APOBEC3C;NM_014508;4561;1;0|0|1|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
APOLD1;NM_001130415,NM_030817;65549;2;1|0|0|1|0|0;2;0|0|0|2|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
APOO;NM_024122,NR_026545;74593;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
APOOL;NM_198450;89427;3;3|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
APP;NM_201414,NM_001136130,NM_001136129,NM_201413,NM_000484;290278;22;19|0|0|3|0|0;9;7|0|0|2|0|0;5;4|0|0|1|0|0;4;0|0|0|4|0|0
APPBP2;NM_006380;83061;3;1|0|0|2|0|0;5;0|0|1|4|0|0;2;0|0|0|2|0|0;6;0|0|1|5|0|0
APPL1;NM_012096;45734;4;0|0|1|3|0|0;3;1|0|0|2|0|0;0;0|0|0|0|0|0;4;0|0|0|4|0|0
APPL2;NM_018171;62934;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
APTX;NM_001195252,NR_036579,NR_036577,NM_001195248,NR_036578,NM_001195251,NM_001195250,NR_036576,NM_175069,NM_001195249,NM_001195254,NM_175073;29036;5;4|0|0|0|0|1;5;3|0|0|0|0|2;2;0|0|0|0|0|2;5;1|0|0|0|0|4
AQR;NM_014691;113444;5;4|0|1|0|0|0;2;0|0|0|2|0|0;0;0|0|0|0|0|0;1;0|0|1|0|0|0
ARAF;NM_001654;10805;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ARAP2;NM_015230;178358;6;6|0|0|0|0|0;1;1|0|0|0|0|0;2;2|0|0|0|0|0;0;0|0|0|0|0|0
ARCN1;NM_001142281,NM_001655;30646;1;1|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0;7;0|0|0|7|0|0
ARF1;NM_001658,NM_001024228,NM_001024227,NM_001024226;16553;2;1|0|0|1|0|0;3;0|0|2|1|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0
ARF3;NM_001659;21261;1;0|0|0|1|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;3;0|0|0|3|0|0
ARF6;NM_001663;4037;3;0|0|0|3|0|0;2;0|0|0|2|0|0;2;0|0|0|2|0|0;1;0|0|0|1|0|0
ARFGAP3;NM_014570,NM_001142293;60877;2;2|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ARFGEF1;NM_006421;146016;3;3|0|0|0|0|0;2;0|0|2|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ARFGEF2;NM_006420;114956;3;1|0|0|2|0|0;1;0|0|0|1|0|0;1;0|0|0|1|0|0;2;0|0|0|2|0|0
ARFIP1;NM_014447,NM_001025593,NM_001025595;131952;5;5|0|0|0|0|0;1;0|0|0|1|0|0;0;0|0|0|0|0|0;2;0|0|0|2|0|0
ARFIP2;NM_012402;5670;1;1|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;1|0|0|0|0|0
ARG2;NM_001172;31858;1;0|0|0|1|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0;1;0|0|0|1|0|0
ARGLU1;NM_018011;24853;7;6|0|1|0|0|0;3;3|0|0|0|0|0;3;3|0|0|0|0|0;5;5|0|0|0|0|0
ARHGAP10;NM_024605;340475;7;7|0|0|0|0|0;3;3|0|0|0|0|0;0;0|0|0|0|0|0;0;0|0|0|0|0|0
ARHGAP11A;NM_014783,NM_199357;24178;5;2|0|3|0|0|0;7;0|0|3|4|0|0;3;1|0|2|0|0|0;10;1|0|4|4|0|1
